address,choice.1,choice.2,choice.3,choice.4,voting_power,timestamp,author_ipfs_hash,reason
0x6D5a7597896A703Fe8c85775B23395a48f971305,,,,56,56.485086195036295,1698304157,bafkreigbxdcwkivpy6tog5d4ynwn7citbs2oq3kuwbihg27efnagyffwga,""
0x29fF3B5Ad788477a460873dD1FCF78aE95cA565a,,,1,,2.8242543097518147,1698312080,bafkreiepgg7xmh2tuk6wolziewzu4fgyiew6spwj5ri76i6necsw7s6kxe,""
0xd7F9c6EfDFa2bd42b440E61Bbbd263203025AA32,1,,,,0.24512411809084592,1698317322,bafkreia6ki3kqyciw5mcpzzruo4plbh2rgnlv2whe4pasjbgwblz4lgd74,""
0xF83D3292a1da5FAfeb2b46905E3B1C9D544E9ce8,,,,100,6.5689644455078255,1698323710,bafkreig3ub77ss37aajgblcwhtrj466nqutblmilgqvrzf24syzd2inypy,""
0x314C0695273Ba259Bb60074f2C92c67AC7ae6D40,,,1,1,5.648508619503629,1698328712,bafkreiggsorx6pxkjyvjs5zzpd5au65p5a2qtj2obiny432px3imnuzeli,""
0xf8CaBD50f572295294FF401E70b70C612f91919f,,,1,1,0.7657696631172003,1698330974,bafkreicj76rr5caaal27bzdevomjm2t7yvzdf6y6xknnbskyheowvozvlm,""
0xFFcFA5F7b994AEB4c6931e0A6Cd95d8984e038CE,,,,1,2.2594034478014517,1698335988,bafkreifolw5mvdbzncjxfbayvoz654yigajxlsvu4tishtm43gngqyudem,""
0x43D3C255711Eb42148901d2c6AB50FD50F00563d,,,100,,6.0012589176482365,1698336643,bafkreih3fiu7rvxxjdqelyu6z7n6hfbxw5acq5t67omu2aga2qftogkbhi,""
0x2F8742738E55B7e15d8c1AA213Af1Ff9289C7C6B,,,100,,141.21271548759074,1698337574,bafkreicbe6e3ssdca2sth6hueexr3kkgo5d5lgtl3ib6smjoheyyhtnqni,""
0xd67f2ED258deF09d5B7F0021482A5648D65562dC,,,1,,0.7355007004922894,1698339365,bafkreiazz7l7btv4ghbb2ry3venqsolmqmt6yyfkuhhfglggk7fq7e6xqy,""
0x7C0B689A3003e0DBd2d37Ce15e8a2273d91bd7F6,1,,,,0.7463589917042346,1698342296,bafkreibvawk6ytxy4mds42ntlbcnnasel6pzbj32zr6z2oylvzo7kfvmom,""
0x992dac69827A200BA112A0303Fe8F79F03c37D9d,,,,100,0.000006436784679865,1698350625,bafkreid4xk76bstvlo4slt7rzmli3ltpellagtqgh2qv5z6m7qvxp76bui,""
0xa8CC9BCf39E981e5629731A18e87A7FCaf4D72B3,,,1,,8.472762929255444,1698353881,bafkreieyxnggtjjspgk7zrotvcmwaxoz2ox4uw5txkmuk3ygrvftojmhre,""
0x6de4DbB57fb1fCd7b2e824CaEC2785C3D4890728,,,1,,0.9593284105057885,1698371516,bafkreigaaaklfaecjtcj2irm6raw4tyir5ge2evkmcneczws7dpmgno75q,""
0x83E81d747529F0Eb6145b149C438aB7f9BBD651C,,,2,7,0.048416815436317796,1698372258,bafkreifpluobuctdk3mg3uvj27k6mnglft5qpnvgwy5rjrgzdoqbysen4m,""
0x906AfE716e75fBB69B22cAD01Ab19b43de32308b,,,1,,1.3074190519444164,1698375286,bafkreihxp4eyqpn4c6fyo4ryctacbuk5oofkvja7v4swwrdsy3mgvp5inq,""
0x962d00611208f83175dA312277925b88E44708c7,,1,,,25.742046112315823,1698407638,bafkreihedkljpker3cjmubjvfiavfdylddhbd4lq2y27el3hwhclq2furu,"7% apy"
0x71d4811f278150e9d400Fa4B6CC1962C1b29Cebc,,,,100,8.472762929255444,1698411423,QmcPEVeao7hkkJRcf9QRj3G2pWqupbd7VEii1mc6GkpNgC,""
0x304e9A1ecE71B1936E3436936fc4b523D199517d,,,1,,12.979427860489098,1698416119,bafkreidkdniuzfoundkez5sximcrer7bg6yvbyg5gezzg2sojsw3ebnsmu,""
0xEbDb626C95a25f4e304336b1adcAd0521a1Bdca1,,,,1,35.020753440922505,1698419276,bafkreidzvnourc4bkmjl7tcltz66dv7eaq46i4os5oqkozne6dy5zz7tui,""
0xb957DccaA1CCFB1eB78B495B499801D591d8a403,,1,1,1,0.20421549834137623,1698427246,bafkreifjipz5gvnnmuqvmiawihizhekbp7qhz3jhp7g2ga7gqtnapb5xqe,""
0x4570d5b4177Cf209944e8E3fB1f2A77021ffD5C5,,,,7,0.12766746094996312,1698427385,bafkreiebemtdot7wwoscczmh2dlypae2azvrmgnwxnlfu6jrlar64aunma,""
0x97e015422aD4B7F09DDBb434c5d42d2A0D5cBdA6,,5,,,0.3062920541612784,1698430129,bafkreibfdhhaavb5iycusso2puxjfr6tiicsbaqfqfcka72cmmq76zzr3e,""
0x54B2bC420f9d59A4a4Eda1c5121D6FA43Ad80193,,,100,,0.17993853732156379,1698432187,bafkreicd2vtzqypdj6k6odg5comsrhxipgw4z4jxyo6bwif2lmcf5gpube,""
0x5FcdC32DfC361a32e9d5AB9A384b890C62D0b8AC,,1,1,1,0.5674030038931946,1698433913,bafkreidgdz37nbndsxshxdpkcc6ce44ucu7hgewlbpao6mgnk3jnx4vx7y,""
0x44FdC6E37d0D5a6f58b09E411465A8e903695670,,1,1,1,0.5648508619503629,1698433942,bafkreif4m2mg25fdghqtk3dpefas43chsdknhe44456jsfcv6gb2yak32a,""
0xE9BD9bCE3B1AB61F380547EBaC49B4D0bfAE1c0C,,,1,,0.38388925226876847,1698436818,bafkreignopigqecowgmka74guaaq6f3erasqfx6clrmlsrw7tcsmvhmdty,""
0xE7cB1Fdfb798425bC0e8B8F7e033fac22517E1f4,,,3,2,2.1983700372898496,1698442138,bafkreiaqnoswdmmnedhyxdlpxav3e37hvapkrxgf2whljqzujzrb2o4wke,""
0x95adAec801B3e8cb7aa90c6922E23dC987cA2bBf,,1,3,2,0.5652241601528217,1698442665,bafkreie63rdobulnoeexifzlg56osz3ysndg6puq6ipdm4t4di4wdwfssu,""
0x7609c725d6BC864e83d39B1b4fbe2676d134e47B,,,,100,12.191775240576858,1698449939,bafkreidanav5lrrqo6a2ttfbckesczq2du7vvaj4ykyjk527akljswbhwy,""
0xFAf96688b8564597265FbFf5CA01E5B8FcA76D8B,,,,100,0.2084243820804614,1698452901,bafkreidzc2dneetpydvicuzgy57awxhftwl7vc2b2di3jkyeysdygfuv3i,""
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,,,1,,28.242543097518148,1698468228,bafkreif26m7jxm5h7b4r7mjqc5q2rrlzuuldw6doyjauqpzmyo2tfngcum,""
0x3A250F8Ddf4e804383C14587B44EfA9990bcc458,,,,1,1.7371001422316505,1698520320,bafkreieli2mkt47a24tcw2ylnx53r27fwlzlik3h6ath7q2ekurt7zus54,""
0x6fb737D1Ebb73cda6CFA36Fd16D9273065D1b084,,1,,,0.2908387327677364,1698526442,bafkreicutexlyds5y564o2f7gdoedvout2dmf7st3cvcqp6a3gyb3goo7q,""
0xb115aFF9Ce430feF6fCDe91099A377795a4319BF,,,1,1,8.57309969506268,1698547571,bafkreicgcony7mdzpfubzz5632kor2b5zqe5c6cyr4gmi6q6nxf6zogooy,""
0x894b87dfB9e79082d2D0Ac7c16cE40658afd42D1,,,80,20,4.431732826404144,1698556626,bafkreibh6uza6xqjl6p75pr4bi3dw3ybirpxb5eil4iynt76m7cczovieu,""
0x3C9F71Ae57FEA4a2E38C9d413705Ed1FDcD9e3Da,,,,100,40.669262060426135,1698560033,bafkreibblyqcmkclm25bacx3rsk4rndy2mlm5mlu75gf2dkjuiztdevl7m,""
0x7343D89A30C8768730B511B756bf1281c9250CDd,,,,100,0.9043595560976957,1698561417,bafkreiezeguzdvd7k5ee7bnsqxan2tsyfpx2fxomjyqmsgesoveuyyuv6i,""
0x58B9Cba4015C2f33705080682489956981E8B213,,,1,,0.7343061205354718,1698564423,bafkreigf4gfkkko72iiltrpskeza3irk2zo5eo3hltg5ck76vu7xlhzuaq,""
0x6780ac060FdcBA20AE02A6197c84Bdc70CF8716B,,,,1,20.08008743817072,1698571475,bafkreihxsanjoipsh7g6n6vvofw6zz7da25mvbsje2ypwq2kyb4aagylz4,""
0xE53D3f2B99FE0Ed6C05977bC0547127836f0D78d,,1,1,1,0.41740770152747614,1698572280,bafkreiakqiczefe2rpwlybdhgekeqcza6ftelmoocmjwtz4sw6p3snopnu,""
0x3Ba6eB0e4327B96aDe6D4f3b578724208a590CEF,,,,1,0.33891051717021775,1698609153,bafkreifpwphlojontl6y273o4cjg35puukp7u2tbx3iiu3q7jfdtre5lee,""
0xb8145A317275E2B20A78a7615e2fCbaEcC90Bf28,,,7,,1.3838846117783892,1698609926,bafkreiexvfnnuk4swzp2467qk4mhara7xkjaevvgq3rfdudqyie2nj6smi,""
0x3B15CEc2d922Ab0Ef74688bcC1056461049f89CB,,,,5,0.5445142720113504,1698610594,bafkreihgjsrqjxp2smybyx5wdbzm23a2rt5oftpsp6ahs22msefrzhkoui,""
0x3295e39F9Ea9Db98929B52f076acb7D1535A23Cb,,,1,,2.8242543097518147,1698637387,bafkreiaddijvgeqfplpxka632s2vzerbcfkvgkytobfm4ud7nap5shsod4,""
0xD619F816156EFfABF9dDab313cff6b46cad3Fbdd,,,10,1,0.034649470969243756,1698643650,bafkreigmuug365y7opkzxufueyndehkcppvht6v35cm56c2gfry2ofy6mu,""
0x2951B1F7058bd2C05F01954002C450BaC0873847,,1,1,1,0.028242543097518148,1698645441,bafkreibtsifpf6kqpoellnu24x2cowfqainoalvgz73untdbhtjh6owo5y,""
0x2f463642fa60CB1f1fd1c57af25B34b7a9A99586,,,,1,73.10125288048019,1698653859,bafkreigm7r2rbzj6wdkrlrxcs7zqn3jjleqc6vki3y3n3auvtwq7u7gaxa,""
0x9d560c8963e8758C1dBf9BeD87D0ff17764b1cA4,,,,1,1.7197284845924081,1698659149,bafkreifpz6tyak6p2vyrijonp65abwprwneoux4cbs6nfr56ffswmvjnj4,""
0x80c9aC867b2D36B7e8D74646E074c460a008C0cb,,,,6,1.1861868100957622,1698672347,bafkreiajpr7a3zj33kmvtgnfkz3xefyiuc3lqu7v4tx3vwjracj2orutbq,""
0x05E959BA29a4ff2FbfC650da9048C81D6cD310E3,,,,1,37.43565798535999,1698674810,bafkreice234xrkin2s65kkwyl6jgzylni5dupci24v5suokwyr36o2aaui,""
0x34cd8a21E92b0Abd558Ff02D6cc7a9e12DAf0ff1,,,,1,0.8472762929255444,1698675470,bafkreicxfpzt52wj3qtm2r36egms6o3dsozylq62dcumdyv7d6axaipqxe,""
0x9adcdC109dc88ADC2E1493829e1bdf59635A4692,,,,1,0.983021821928405,1698675486,bafkreih4ugnyjdygei6bbujxbhgh7iwdved3cemufixrt62bvzawys3bsa,""
0x8Ff8aBa1C8bd3c607a650D15ff1E3662aac92B4B,,20,,80,0.25035257685397205,1698681800,bafkreifxry7isteojp426aazd2bs3o7aqoefads7lktxwwtttxk42xrlv4,""
0x470FdE0dE20c6590CaE7036AA7DABe5dbe5d0fd6,,,60,40,0.5648508619503629,1698686897,bafkreifpet2yvuwlmapux4xzsjcs2qrzql7kdivw5hochqn77lkp6a5m6i,""
0x04Df798edaDe87D112a9B89E671f991A0661a24E,,,40,60,2.8242543097518147,1698687673,bafkreidcio54d332xs2zvwcl2xhkxbwhcrnz2lmjx2ebdvszcwv6wrzqn4,""
0x98625957C6b96eeECD040e5BD26bd42100D124B2,,,,1,0.01221229552728368,1698687697,bafkreidhplpdargxojfqcdi6nt2tinukqrcrzibbq74pkj6z3vl2qnjbwm,""
0xEa04a9Fe2CEf51B504e7da8cf1b859454AE27030,,,1,1,3.9539560336525406,1698699771,bafkreib55anxz2kmmfhindpdptv24tkabfajgrgl5rvqezrkg2ausgnls4,""
0xdAb4cc54a8BeA0cd7833c9a453E7F4C996b3D100,,25,50,25,4.369537123786586,1698718799,bafkreihqnr55rz2kpej3kfh32mum7p2ltm2zhvsvmj3leavbyki6fhltqm,""
0x228bBB661EF183d80cEc32a04c3A91f9151CBEbb,,,,33,33.891051717021774,1698719973,bafkreif3yomcjrsmpkuvix5cw2skzcdckhdlliekvm2wy5fhbqeir7bjqy,""
0x19636BF1F0bB0e813D316A73Cc91f03153b6Db41,1,,,,1.1297017239007259,1698723351,bafkreiel7x3nmz7zv56k27wlymzy2bmmltw5q2nm3sxjaz6b3n52be6pza,""
0x0e04CAB2146752790F9D4a7d68806d0531f967CA,,,,1,13.629393236432534,1698781038,bafkreibwmbyxfx3t5w7infz6xd5apttz2rrc74wc6d2bjv4cgcc3ylancu,""
0x2120783b3794Aba5A099328b0c0b8BDdaDc250A0,,,,1,0.10816791357942088,1698795316,bafkreiddx2fv7ivp2qyu42s3ypodpzsh2jgkuqcs7sanlyolotgprngoay,""
0x7115b222b2CcdE533A27A75D3E8629832E6DC1e3,,,1,1,6.017633738472946,1698804143,bafkreigphnd7e2uabwryaywud32wbvv3vagm4tt4gdxasdnl2jzic4guwi,""
0x7AAEE144a14Ec3ba0E468C9Dcf4a89Fdb62C5AA6,,,,1,1.6945525858510888,1698806068,bafkreiheg4gajc2jyh4p2kwkvhlfddzf6izuhzjlflvfjpwhhhflrzptuu,""
0x4d0bddEc656ED7C3b33AB581b6f14c9ab5C205d4,,,,1,206.17056461188247,1698814623,bafkreibzqvpbpqcrxr4zpz2x7js323v5ym5cp6l32qvnz5dcg5efezjcxy,""
0x22f2fC3A942c68b7e01E021bc49EEc3e8df360C1,,,1,2,0.020783732581710342,1698819114,bafkreiegboixssg6y7jupedvspctsuqh4auzk2qxm7ez5vp7gcumpnnwae,""
0x029F1c62662CbBfe79CE55B285FeE4E2db081a06,,,,1,18.617905145904473,1698835459,bafkreic7fnrhsdvjejtn2aiciuw7sezbnc5kzfmkslwti7ds7lrpgikwyu,""
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,,,,1,56.485086195036295,1698876435,bafkreiah4yiykbadt32zgrru2gh45cihw4zq64d7suwzelmtiapgvmtm4e,""
0xA67D2c03c3cfe6177a60cAed0a4cfDA7C7a563e0,,,,100,1.1449856392990059,1698876771,bafkreieixzypfobskzbptfhrbtkbw22rxxzkkje6kptphsqyu7cht7o6im,""