address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,voting_power,timestamp,author_ipfs_hash,reason
0x3Ba6eB0e4327B96aDe6D4f3b578724208a590CEF,,1,,,,,1,1,,0.4559330155219855,1708029902,bafkreifvhjhl4htjmc7hrncly4oouqtyu7u3er3n4xywcsyv3pjqkhlcfi,""
0x8482a0F31050416AD4344C98bcdb938e9cD3DEa2,,1,,,,,2,,,47.480780890858654,1708030970,bafkreicbswhnvdtspqovlmerilrix3gokyw5cyo5io46p4uhgffgeyjp3y,""
0x08e166BDdc849CFd91084e828B5096085e8e0875,,,,2,,,2,1,,0.9881224275157966,1708031938,bafkreifkuygf2hmjcycfnwq3kkp5dwfnopinprspl4qqleyh6pkszyrzsa,""
0x5ee7253Fbef24Cf4718D60d7B9622EC70F343F8f,,3,1,1,,1,2,1,,2.3144852557739557,1708078782,bafkreiabs3im2n2l5vlycyylningyt5v77nntyeuwobcdpbnk6o5umrsqu,""
0x5de8f340958DbFD30624a62Af52268d6D320dAE0,,1,,,1,,1,,,0.23408484126383364,1708080504,bafkreias5eygtnqxoue2aqufv4l4uiasc2mmjead62ftwaybmouaodykzu,""
0x3295e39F9Ea9Db98929B52f076acb7D1535A23Cb,,,,,,,1,,,3.799441796016546,1708109936,bafkreid6zkrvr543nfzzypgcmgpr45gwalhhwfzs63tpmc22jafiilwxra,""
0xd7F9c6EfDFa2bd42b440E61Bbbd263203025AA32,,,,1,,1,1,,,0.6185007444966614,1708110158,bafkreic53xbudiv246h4g26jyjjbsn354uztzg4g2ynawaa5wxjry7adhy,""
0x3864ca7A0D5B73B58C77ac79c25DB823CeBF910D,,,,,,,1,,,0.4716049784103583,1708136774,bafkreia3tlwalhgfjt62f7t62bt5fxzccfumhy5ofrcywu3ft6mrrye3bq,""
0x25612e8bd7683De22dA45D717D0493B0e96424b4,,,,,,,1,,,2.9358133327043827,1708137870,bafkreihcpvmlbi5qagfpy5gnvg7usihp367sc4kwtp7te7prexcxebqo4q,""
0x906AfE716e75fBB69B22cAD01Ab19b43de32308b,,,,,,,,1,,2.4559906181882676,1708141451,bafkreifmegctr56u7vugfefq5djhoelvznxwjuxwxws2wytp3yzslg7thi,""
0x12478d1a60a910C9CbFFb90648766a2bDD5918f5,,,1,,,,,1,,37.99441796016546,1708158713,bafkreiacp5jrfvsaviw2vwd5qedubkprot3aonn6acewngk6acq6o7fr7m,""
0xFAf96688b8564597265FbFf5CA01E5B8FcA76D8B,,,,,,,100,,,6.466823455984062,1708193370,bafkreiaf2j75hj3cypilou26qaq5ka73idicqg4tbs2wmnqe2d7tpanfxe,""
0xB9Ed955fc3A389229A1873F631669a40c345F5F4,,,,,10,,40,40,10,8.526579105872445,1708193575,bafkreihtlv6gqywsb2ywhg32i2rpvdrcyncxe6sytsbjlii6zmntoruqla,""
0x7115b222b2CcdE533A27A75D3E8629832E6DC1e3,,,,,,1,,1,,17.37765321265994,1708227510,bafkreigi7v4ea7ehi66ovgjx5ap5appnra3xct45jg7jxte7mxkniv6sva,""
0x6fb737D1Ebb73cda6CFA36Fd16D9273065D1b084,,1,,,,,,,,0.6034313564350139,1708255976,bafkreib4k5nzrqicusjmrvbdyofyghkhvk6ykbdtpuhuvzslt3hd3htia4,""
0x029F1c62662CbBfe79CE55B285FeE4E2db081a06,,,,,,,,1,,35.307374422508644,1708262526,bafkreicrqcxkqlt4k77b6ltrflhowppl3smrtda4ddrcbji5744vdoksiq,""
0x1d2757e7b628981ec185e31BF419c61294E0660a,,,,,,,,1,,0.004673241413777475,1708279076,bafkreicebfpvq535qtgmakcwoyhncs6usprcs6tjggvgaecxgeulihvety,""
0x53C40473DcdFd927C4201cCFE24E314a7D7C3584,,,,,,,1,,,0.507787274202901,1708280493,bafkreiep7vnsxtfcwi5m5e7mqggby5vzjoaojzwvjgrurims6yi7bcgnyy,""
0x0fb773F852d58B0af2723E4Efc29500C35E5E710,2,,,,,,,,,4.7986115010211,1708329144,bafkreihqlelh2kqoigvzajw73bqnbownifd6p7rjrazrcorbp5l7iazk5i,""
0x19636BF1F0bB0e813D316A73Cc91f03153b6Db41,,,,,,,,,1,1.5197767184066184,1708335380,bafkreibm45ueytdychypz72n2gahmhftawykmoyilshoasaerbullvr224,""
0x40Fd143A27c58a93D1d4C3Ee19603426180a592C,,,,,,1,,1,,59.278361685638096,1708354677,bafkreieluasl6cfc5m5kxpwfrfobjbbv5qgz2ngywtlsdcvl6w6o5pi2lu,""
0x4570d5b4177Cf209944e8E3fB1f2A77021ffD5C5,,,,,,,1,,,30.76860815889185,1708430892,bafkreietjqggbjpusp7mdz5shgnda26zylfzuvepofsenhale4jkbshuma,""
0x992dac69827A200BA112A0303Fe8F79F03c37D9d,,,,,,,1,,,128.818114937323,1708430939,bafkreiasmno6nkeftuurhzmz7caab7kaneqdhbdxbs2t655jca5niyetoq,""
0x7AAEE144a14Ec3ba0E468C9Dcf4a89Fdb62C5AA6,,1,,,,,,,,2.2796650776099274,1708436564,bafkreifipgunt2gxqo7kfxr574prw5wez45clzvskkyj2x7bnb5d4f7nhi,""
0xbbc2EAa0852173CA8Fb193175f67Db8Aa8700a91,,1,1,,,,1,1,,1.8494619759977355,1708451699,bafkreia2irpp2rf6bin4uvaippfwondoigbhhjiutbk45quyjnnjtiq7bi,""
0xD619F816156EFfABF9dDab313cff6b46cad3Fbdd,,,,,,,,1,1,0.06483929209264834,1708462908,bafkreigcv4t3a6kyc4s43tgyunnsq4lgdmpf5m6exgvmx5vqcs6vifyi44,""
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,,,,1,1,,,3,,148.84811772326802,1708466365,bafkreifiplxbi7lkhunkzsgl7aeoborivn63iarxeuawdqoknfo7pngkmu,""
0xA0971B6a7e348C4beD0e65Ff5C891230CcF045fC,,,,,,,100,,,0.6117091944733071,1708479714,bafkreidh5fyw3hbtjhsg4ewktysammvhcd3qdwkwp2qjwsvsvr7bzx44yi,""
0x6D5a7597896A703Fe8c85775B23395a48f971305,,,,,,,230,,,230.14778514745586,1708497125,bafkreibrhct24ajs7bbuhgjp2vfpqfflpgg6dqi7atxtjojfej4poha2gu,""
0x02cA76E87779412a77Ee77C3600D72F68b9ea68C,,,,,,,190,,,190.2043834552163,1708497216,bafkreieqzn5du2bajqitmrxs5xr3nn4ppnkcwxa3ve7gfehzzitshfecbm,""
0x020cA66C30beC2c4Fe3861a94E4DB4A498A35872,,,,,,,1,,,63.431868364883925,1708501114,bafkreiak4w3ghsi6g5f6giebg22e6lncmqqfiifbkym3iesp3bks22bzgi,""
0x3C9F71Ae57FEA4a2E38C9d413705Ed1FDcD9e3Da,,,,,,,100,,,63.911748877553755,1708513849,bafkreigv5i6a2d66za4yhq2vtey5y4xsxsej3usonuqqguqkshv5gk3zkm,""
0x888B9201b7247D0f8ab9a1473b894bDFe3df6a6b,,,,,,,100,,,8.231832712002921,1708513922,bafkreig6qkovl65aaqbqamwkcrt3imscwujkzhypqqvl6pujo6h2picxxu,""
0x4d0bddEc656ED7C3b33AB581b6f14c9ab5C205d4,,,,,,,,,1,277.35925110920783,1708514995,bafkreidkibxoqu7kuambxfvhpebykjq7r56axdbkugftvrq6ure46kyr3u,""
0xc989Df5B623fa84E57e99eC9006283510Ea8C2eC,,,,,,,100,,,44.24232338900847,1708517455,bafkreib42ytnq6h7qcb2kbqo2o36txam3uw4d6ldjnottrh4eqnntagysi,""
0x7343D89A30C8768730B511B756bf1281c9250CDd,,,,,,,100,,,6.675589027391575,1708517785,bafkreihy4epap2vp3joqvfeh4d2vmxqqrata64v3ko4y5mfjedjih3zcy4,""
0x1176F971277B12595AAB599d15EA80AFBb9CD711,,,,,,,100,,,7.0909202125116435,1708517878,bafkreidnai6jtugbklil47wzsxkuoehpn7vqjvxme6tagjchb6m6vsu2ia,""
0x8C68a0FC20F27532Fe4BF7a41b98746d96bc8B60,,,,,,,100,,,8.799283303612848,1708517996,bafkreiej5ttgcgtsrt3irga5le7dy3jkmej7fyqii2paowj5n44xhguq6a,""
0xaE79f0562C2128cC12d0ac068aC288856Fe0e1AB,,,,,,,100,,,0.6255683370300579,1708518176,bafkreidgyfvfmpw7iwso6lxbu674oafhsipg2ggoiu5ix4c7acb766thp4,""
0xE37f3343b3f2b784589B677cfD6C9a166aAC2A19,,,,,,,100,,,39.707777324074804,1708518455,bafkreienqqsodgh3wpug6n65mmbymea7py6rvg553xy7pqlvszwvvhdkbe,""
0xaED5C1a09EdD534AA78151dCb7EE3D388Eb58EE6,,,,,,,100,,,2.1079724493864207,1708518763,bafkreigvhlriiryhvrshffjzbgrr5s46pz5vplxusuga3gkh3j4fa73qmu,""
0xC95f235896F5a82486Ab645596fC29b76e52900c,,,,,,,100,,,27.585176985217913,1708518851,bafkreieybqw7i6nwnghpzx4tcgwuircm77rp5s37x2qhu6gcevgv3hdxzq,""
0x42b126099beDdCE8f5CcC06b4b39E8343e8F4260,,,,,,,100,,,160.47902304321028,1708518907,bafkreicszt6j6xgk42ujdf7ce2klffkom22jalgmyxex6zpmc44ab4gtu4,""
0x5668EAd1eDB8E2a4d724C8fb9cB5fFEabEB422dc,,,,,,1,,1,,2.373168290471823,1708547281,bafkreihcufebxon4lktiv2lvn2qcu75johxr4eolsrlahvrk72zwzrp35q,""